  x d=-0.01  y d=-0.01  x d=-0.03  y d=-0.03  x d=-0.06  y d=-0.06  x d=-0.09  y d=-0.09  x d=-0.12  y d=-0.12  x d=-0.15  y d=-0.15  x d=-0.18  y d=-0.18
   0.00322   -1.64917    0.02297   -1.64604    0.05260   -1.64135    0.08223   -1.63665    0.11187   -1.63196    0.14150   -1.62727    0.17113   -1.62257
   0.00422   -1.65550    0.02401   -1.65262    0.05370   -1.64830    0.08339   -1.64398    0.11308   -1.63966    0.14276   -1.63534    0.17245   -1.63102
   0.00514   -1.66184    0.02497   -1.65921    0.05471   -1.65526    0.08445   -1.65131    0.11419   -1.64737    0.14393   -1.64342    0.17367   -1.63947
   0.00599   -1.66819    0.02584   -1.66581    0.05563   -1.66224    0.08542   -1.65867    0.11520   -1.65509    0.14499   -1.65152    0.17478   -1.64795
   0.00675   -1.67456    0.02663   -1.67242    0.05646   -1.66923    0.08629   -1.66603    0.11612   -1.66283    0.14595   -1.65963    0.17578   -1.65643
   0.00743   -1.68093    0.02734   -1.67905    0.05721   -1.67622    0.08708   -1.67340    0.11694   -1.67058    0.14681   -1.66775    0.17668   -1.66493
   0.00803   -1.68731    0.02797   -1.68568    0.05787   -1.68323    0.08777   -1.68078    0.11767   -1.67833    0.14757   -1.67589    0.17747   -1.67344
   0.00856   -1.69370    0.02851   -1.69232    0.05844   -1.69024    0.08836   -1.68817    0.11829   -1.68610    0.14822   -1.68403    0.17815   -1.68196
   0.00900   -1.70009    0.02897   -1.69896    0.05892   -1.69726    0.08887   -1.69557    0.11882   -1.69387    0.14877   -1.69218    0.17873   -1.69048
   0.00936   -1.70649    0.02934   -1.70561    0.05931   -1.70429    0.08928   -1.70297    0.11925   -1.70165    0.14922   -1.70033    0.17919   -1.69901
   0.00964   -1.71289    0.02963   -1.71226    0.05962   -1.71132    0.08960   -1.71038    0.11959   -1.70944    0.14957   -1.70849    0.17956   -1.70755
   0.00984   -1.71930    0.02984   -1.71892    0.05983   -1.71835    0.08983   -1.71779    0.11982   -1.71722    0.14982   -1.71666    0.17981   -1.71609
   0.00996   -1.72570    0.02996   -1.72558    0.05996   -1.72539    0.08996   -1.72520    0.11996   -1.72501    0.14996   -1.72483    0.17996   -1.72464
   0.01004   -1.73815    0.03003   -1.73777    0.06003   -1.73720    0.09002   -1.73664    0.12002   -1.73607    0.15001   -1.73551    0.18001   -1.73494
   0.01015   -1.74430    0.03014   -1.74367    0.06013   -1.74273    0.09011   -1.74179    0.12010   -1.74085    0.15008   -1.73990    0.18007   -1.73896
   0.01035   -1.75046    0.03033   -1.74958    0.06030   -1.74826    0.09027   -1.74694    0.12024   -1.74562    0.15021   -1.74430    0.18018   -1.74298
   0.01062   -1.75661    0.03058   -1.75548    0.06054   -1.75378    0.09049   -1.75209    0.12044   -1.75039    0.15039   -1.74870    0.18034   -1.74700
   0.01096   -1.76276    0.03092   -1.76137    0.06084   -1.75930    0.09077   -1.75723    0.12070   -1.75516    0.15063   -1.75309    0.18056   -1.75102
   0.01139   -1.76890    0.03132   -1.76727    0.06122   -1.76482    0.09112   -1.76237    0.12102   -1.75992    0.15092   -1.75748    0.18082   -1.75503
   0.01189   -1.77504    0.03180   -1.77315    0.06167   -1.77033    0.09153   -1.76751    0.12140   -1.76468    0.15127   -1.76186    0.18113   -1.75904
   0.01247   -1.78117    0.03235   -1.77903    0.06218   -1.77583    0.09201   -1.77264    0.12184   -1.76944    0.15167   -1.76624    0.18150   -1.76304
   0.01312   -1.78729    0.03298   -1.78491    0.06277   -1.78133    0.09255   -1.77776    0.12234   -1.77419    0.15213   -1.77061    0.18191   -1.76704
   0.01386   -1.79340    0.03368   -1.79077    0.06342   -1.78682    0.09316   -1.78288    0.12290   -1.77893    0.15264   -1.77498    0.18238   -1.77104
   0.01467   -1.79951    0.03446   -1.79663    0.06414   -1.79231    0.09383   -1.78798    0.12352   -1.78366    0.15321   -1.77934    0.18289   -1.77502
   0.01555   -1.80560    0.03530   -1.80247    0.06494   -1.79778    0.09457   -1.79308    0.12420   -1.78839    0.15383   -1.78370    0.18346   -1.77901
   0.01651   -1.81168    0.03623   -1.80830    0.06580   -1.80324    0.09537   -1.79817    0.12493   -1.79311    0.15450   -1.78804    0.18407   -1.78298
   0.01755   -1.81775    0.03722   -1.81413    0.06672   -1.80869    0.09623   -1.80325    0.12573   -1.79782    0.15523   -1.79238    0.18474   -1.78695
   0.01867   -1.82381    0.03829   -1.81993    0.06772   -1.81413    0.09715   -1.80832    0.12659   -1.80252    0.15602   -1.79671    0.18545   -1.79090
   0.01986   -1.82985    0.03943   -1.82573    0.06879   -1.81955    0.09814   -1.81338    0.12750   -1.80720    0.15686   -1.80103    0.18622   -1.79485
   0.02113   -1.83587    0.04064   -1.83151    0.06992   -1.82497    0.09920   -1.81842    0.12848   -1.81188    0.15775   -1.80533    0.18703   -1.79879
   0.02247   -1.84188    0.04193   -1.83727    0.07112   -1.83036    0.10032   -1.82345    0.12951   -1.81654    0.15870   -1.80963    0.18789   -1.80272
   0.02389   -1.84787    0.04329   -1.84302    0.07239   -1.83574    0.10150   -1.82847    0.13060   -1.82119    0.15970   -1.81391    0.18881   -1.80663
   0.02538   -1.85385    0.04472   -1.84875    0.07373   -1.84111    0.10274   -1.83347    0.13175   -1.82582    0.16076   -1.81818    0.18977   -1.81054
   0.02695   -1.85980    0.04622   -1.85446    0.07513   -1.84646    0.10404   -1.83845    0.13296   -1.83044    0.16187   -1.82244    0.19078   -1.81443
   0.02859   -1.86574    0.04779   -1.86016    0.07660   -1.85179    0.10541   -1.84342    0.13422   -1.83505    0.16303   -1.82668    0.19184   -1.81831
   0.03031   -1.87165    0.04944   -1.86583    0.07814   -1.85710    0.10684   -1.84837    0.13554   -1.83964    0.16425   -1.83091    0.19295   -1.82217
   0.03210   -1.87754    0.05116   -1.87148    0.07975   -1.86239    0.10834   -1.85330    0.13693   -1.84421    0.16551   -1.83512    0.19410   -1.82603
   0.03396   -1.88341    0.05294   -1.87711    0.08142   -1.86766    0.10989   -1.85821    0.13836   -1.84876    0.16684   -1.83931    0.19531   -1.82986
   0.03590   -1.88925    0.05480   -1.88272    0.08315   -1.87291    0.11151   -1.86310    0.13986   -1.85330    0.16821   -1.84349    0.19656   -1.83368
   0.03791   -1.89507    0.05673   -1.88830    0.08496   -1.87814    0.11318   -1.86797    0.14141   -1.85781    0.16964   -1.84765    0.19786   -1.83749
   0.04000   -1.90087    0.05873   -1.89386    0.08683   -1.88334    0.11492   -1.87282    0.14302   -1.86231    0.17112   -1.85179    0.19921   -1.84128
   0.04216   -1.90663    0.06080   -1.89939    0.08876   -1.88852    0.11672   -1.87765    0.14468   -1.86678    0.17265   -1.85592    0.20061   -1.84505
   0.04439   -1.91237    0.06294   -1.90489    0.09076   -1.89368    0.11858   -1.88246    0.14641   -1.87124    0.17423   -1.86002    0.20205   -1.84880
   0.04669   -1.91808    0.06514   -1.91037    0.09282   -1.89881    0.12050   -1.88724    0.14818   -1.87567    0.17586   -1.86410    0.20354   -1.85254
   0.04906   -1.92377    0.06742   -1.91582    0.09495   -1.90391    0.12248   -1.89199    0.15001   -1.88008    0.17755   -1.86817    0.20508   -1.85625
   0.05151   -1.92942    0.06976   -1.92124    0.09714   -1.90899    0.12452   -1.89673    0.15190   -1.88447    0.17928   -1.87221    0.20666   -1.85995
   0.05402   -1.93504    0.07217   -1.92664    0.09940   -1.91403    0.12662   -1.90143    0.15385   -1.88883    0.18107   -1.87623    0.20829   -1.86362
   0.05661   -1.94063    0.07465   -1.93200    0.10171   -1.91905    0.12878   -1.90611    0.15584   -1.89317    0.18291   -1.88022    0.20997   -1.86728
   0.05926   -1.94618    0.07720   -1.93733    0.10410   -1.92404    0.13100   -1.91076    0.15789   -1.89748    0.18479   -1.88419    0.21169   -1.87091
   0.06199   -1.95170    0.07981   -1.94262    0.10654   -1.92900    0.13327   -1.91538    0.16000   -1.90176    0.18673   -1.88814    0.21346   -1.87452
   0.06478   -1.95719    0.08249   -1.94789    0.10905   -1.93393    0.13560   -1.91998    0.16216   -1.90602    0.18872   -1.89207    0.21527   -1.87811
   0.06765   -1.96264    0.08523   -1.95312    0.11161   -1.93883    0.13799   -1.92454    0.16437   -1.91025    0.19075   -1.89597    0.21713   -1.88168
   0.07058   -1.96806    0.08804   -1.95831    0.11424   -1.94369    0.14044   -1.92908    0.16664   -1.91446    0.19284   -1.89984    0.21903   -1.88522
   0.07358   -1.97343    0.09092   -1.96347    0.11693   -1.94852    0.14294   -1.93358    0.16896   -1.91863    0.19497   -1.90369    0.22098   -1.88874
   0.07665   -1.97877    0.09386   -1.96859    0.11968   -1.95332    0.14551   -1.93805    0.17133   -1.92278    0.19715   -1.90751    0.22297   -1.89223
   0.07978   -1.98407    0.09686   -1.97368    0.12249   -1.95808    0.14812   -1.94249    0.17375   -1.92689    0.19938   -1.91130    0.22501   -1.89570
   0.08298   -1.98933    0.09993   -1.97872    0.12536   -1.96281    0.15079   -1.94689    0.17622   -1.93098    0.20165   -1.91506    0.22708   -1.89915
   0.08625   -1.99455    0.10306   -1.98373    0.12829   -1.96750    0.15352   -1.95126    0.17875   -1.93503    0.20398   -1.91880    0.22921   -1.90256
   0.08958   -1.99973    0.10626   -1.98870    0.13128   -1.97215    0.15630   -1.95560    0.18133   -1.93905    0.20635   -1.92250    0.23137   -1.90595
   0.09297   -2.00487    0.10951   -1.99363    0.13433   -1.97676    0.15914   -1.95990    0.18395   -1.94304    0.20876   -1.92618    0.23358   -1.90931
   0.09643   -2.00996    0.11283   -1.99851    0.13743   -1.98134    0.16203   -1.96417    0.18663   -1.94699    0.21123   -1.92982    0.23583   -1.91265
   0.09996   -2.01501    0.11621   -2.00336    0.14059   -1.98588    0.16497   -1.96840    0.18935   -1.95091    0.21373   -1.93343    0.23812   -1.91595
   0.10354   -2.02001    0.11965   -2.00816    0.14381   -1.99037    0.16797   -1.97259    0.19213   -1.95480    0.21629   -1.93701    0.24045   -1.91923
   0.10719   -2.02497    0.12315   -2.01292    0.14708   -1.99483    0.17102   -1.97674    0.19495   -1.95865    0.21889   -1.94056    0.24282   -1.92248
   0.11091   -2.02989    0.12671   -2.01763    0.15041   -1.99924    0.17412   -1.98085    0.19782   -1.96247    0.22153   -1.94408    0.24523   -1.92569
   0.11468   -2.03475    0.13033   -2.02230    0.15380   -2.00361    0.17727   -1.98493    0.20074   -1.96625    0.22421   -1.94756    0.24769   -1.92888
   0.11851   -2.03957    0.13400   -2.02692    0.15724   -2.00794    0.18047   -1.98897    0.20371   -1.96999    0.22694   -1.95101    0.25018   -1.93203
   0.12241   -2.04434    0.13774   -2.03150    0.16073   -2.01223    0.18373   -1.99296    0.20672   -1.97369    0.22972   -1.95442    0.25271   -1.93516
   0.12636   -2.04906    0.14153   -2.03602    0.16428   -2.01647    0.18703   -1.99691    0.20978   -1.97736    0.23253   -1.95780    0.25528   -1.93825
   0.13038   -2.05373    0.14538   -2.04050    0.16788   -2.02066    0.19038   -2.00083    0.21289   -1.98099    0.23539   -1.96115    0.25789   -1.94131
   0.13445   -2.05835    0.14928   -2.04494    0.17153   -2.02482    0.19379   -2.00470    0.21604   -1.98457    0.23829   -1.96445    0.26054   -1.94433
   0.13858   -2.06292    0.15324   -2.04932    0.17524   -2.02892    0.19724   -2.00852    0.21923   -1.98812    0.24123   -1.96772    0.26323   -1.94733
   0.14276   -2.06743    0.15726   -2.05365    0.17899   -2.03298    0.20073   -2.01230    0.22247   -1.99163    0.24421   -1.97096    0.26595   -1.95028
   0.14700   -2.07190    0.16132   -2.05793    0.18280   -2.03699    0.20428   -2.01604    0.22576   -1.99510    0.24724   -1.97415    0.26871   -1.95321
   0.15130   -2.07630    0.16545   -2.06216    0.18666   -2.04095    0.20787   -2.01974    0.22908   -1.99852    0.25030   -1.97731    0.27151   -1.95610
   0.15566   -2.08066    0.16962   -2.06634    0.19056   -2.04486    0.21151   -2.02338    0.23245   -2.00191    0.25340   -1.98043    0.27434   -1.95895
   0.16006   -2.08496    0.17385   -2.07047    0.19452   -2.04873    0.21519   -2.02699    0.23587   -2.00525    0.25654   -1.98351    0.27721   -1.96177
   0.16453   -2.08920    0.17813   -2.07454    0.19852   -2.05254    0.21892   -2.03054    0.23932   -2.00854    0.25972   -1.98655    0.28012   -1.96455
   0.16904   -2.09339    0.18245   -2.07856    0.20257   -2.05630    0.22270   -2.03405    0.24282   -2.01180    0.26294   -1.98955    0.28306   -1.96729
   0.17361   -2.09752    0.18683   -2.08252    0.20667   -2.06001    0.22651   -2.03751    0.24635   -2.01501    0.26619   -1.99250    0.28603   -1.97000
   0.17823   -2.10159    0.19126   -2.08643    0.21082   -2.06367    0.23037   -2.04092    0.24993   -2.01817    0.26948   -1.99542    0.28904   -1.97267
   0.18289   -2.10561    0.19574   -2.09028    0.21501   -2.06728    0.23427   -2.04429    0.25354   -2.02129    0.27281   -1.99830    0.29208   -1.97530
   0.18761   -2.10956    0.20027   -2.09407    0.21924   -2.07084    0.23822   -2.04760    0.25720   -2.02437    0.27617   -2.00113    0.29515   -1.97790
   0.19238   -2.11346    0.20484   -2.09781    0.22352   -2.07434    0.24221   -2.05087    0.26089   -2.02740    0.27957   -2.00392    0.29826   -1.98045
   0.19720   -2.11729    0.20946   -2.10149    0.22784   -2.07779    0.24623   -2.05408    0.26462   -2.03038    0.28301   -2.00667    0.30139   -1.98297
   0.20206   -2.12107    0.21412   -2.10511    0.23221   -2.08118    0.25030   -2.05724    0.26839   -2.03331    0.28647   -2.00938    0.30456   -1.98544
   0.20698   -2.12478    0.21883   -2.10868    0.23662   -2.08452    0.25440   -2.06036    0.27219   -2.03620    0.28998   -2.01204    0.30776   -1.98788
   0.21193   -2.12843    0.22359   -2.11218    0.24107   -2.08780    0.25855   -2.06342    0.27603   -2.03904    0.29351   -2.01466    0.31099   -1.99027
   0.21694   -2.13202    0.22839   -2.11562    0.24556   -2.09102    0.26273   -2.06642    0.27991   -2.04183    0.29708   -2.01723    0.31425   -1.99263
   0.22199   -2.13555    0.23323   -2.11900    0.25009   -2.09419    0.26695   -2.06938    0.28382   -2.04457    0.30068   -2.01976    0.31754   -1.99494
   0.22708   -2.13901    0.23811   -2.12233    0.25466   -2.09730    0.27121   -2.07228    0.28776   -2.04726    0.30431   -2.02224    0.32086   -1.99721
   0.23221   -2.14241    0.24304   -2.12559    0.25927   -2.10036    0.27550   -2.07513    0.29174   -2.04990    0.30797   -2.02467    0.32420   -1.99944
   0.23739   -2.14574    0.24800   -2.12878    0.26392   -2.10335    0.27983   -2.07792    0.29575   -2.05249    0.31166   -2.02706    0.32758   -2.00163
   0.24261   -2.14901    0.25301   -2.13192    0.26860   -2.10629    0.28420   -2.08066    0.29979   -2.05503    0.31539   -2.02941    0.33098   -2.00378
   0.24787   -2.15221    0.25805   -2.13499    0.27332   -2.10917    0.28859   -2.08335    0.30387   -2.05753    0.31914   -2.03170    0.33441   -2.00588
   0.25317   -2.15534    0.26313   -2.13800    0.27808   -2.11199    0.29303   -2.08598    0.30797   -2.05996    0.32292   -2.03395    0.33786   -2.00794
   0.25851   -2.15841    0.26825   -2.14094    0.28287   -2.11475    0.29749   -2.08855    0.31211   -2.06235    0.32672   -2.03615    0.34134   -2.00996
   0.26389   -2.16141    0.27341   -2.14382    0.28770   -2.11745    0.30198   -2.09107    0.31627   -2.06469    0.33056   -2.03831    0.34485   -2.01193
   0.26930   -2.16434    0.27860   -2.14664    0.29256   -2.12008    0.30651   -2.09353    0.32047   -2.06697    0.33442   -2.04041    0.34838   -2.01385
   0.27475   -2.16721    0.28383   -2.14939    0.29745   -2.12266    0.31107   -2.09593    0.32469   -2.06920    0.33831   -2.04247    0.35193   -2.01574
   0.28024   -2.17001    0.28909   -2.15207    0.30237   -2.12517    0.31566   -2.09827    0.32894   -2.07137    0.34222   -2.04448    0.35550   -2.01758
   0.28576   -2.17273    0.29439   -2.15469    0.30733   -2.12763    0.32027   -2.10056    0.33322   -2.07350    0.34616   -2.04643    0.35910   -2.01937
   0.29131   -2.17539    0.29971   -2.15724    0.31232   -2.13002    0.32492   -2.10279    0.33752   -2.07557    0.35012   -2.04834    0.36273   -2.02112
   0.29690   -2.17798    0.30507   -2.15972    0.31733   -2.13234    0.32959   -2.10496    0.34185   -2.07758    0.35411   -2.05020    0.36637   -2.02282
   0.30252   -2.18049    0.31046   -2.16214    0.32238   -2.13461    0.33429   -2.10707    0.34620   -2.07954    0.35812   -2.05201    0.37003   -2.02448
   0.30817   -2.18294    0.31588   -2.16449    0.32745   -2.13681    0.33902   -2.10913    0.35058   -2.08145    0.36215   -2.05377    0.37372   -2.02609
   0.31385   -2.18531    0.32133   -2.16677    0.33255   -2.13894    0.34377   -2.11112    0.35499   -2.08330    0.36620   -2.05547    0.37742   -2.02765
   0.31956   -2.18762    0.32681   -2.16898    0.33767   -2.14101    0.34854   -2.11305    0.35941   -2.08509    0.37028   -2.05713    0.38115   -2.02917
   0.32530   -2.18985    0.33231   -2.17112    0.34283   -2.14302    0.35334   -2.11493    0.36386   -2.08683    0.37437   -2.05873    0.38489   -2.03064
   0.33107   -2.19201    0.33784   -2.17319    0.34800   -2.14496    0.35816   -2.11674    0.36833   -2.08851    0.37849   -2.06029    0.38865   -2.03206
   0.33686   -2.19410    0.34340   -2.17519    0.35320   -2.14684    0.36301   -2.11849    0.37282   -2.09014    0.38262   -2.06179    0.39243   -2.03343
   0.34268   -2.19611    0.34898   -2.17713    0.35843   -2.14865    0.36788   -2.12018    0.37733   -2.09171    0.38678   -2.06324    0.39623   -2.03476
   0.34852   -2.19805    0.35458   -2.17899    0.36367   -2.15040    0.37276   -2.12181    0.38186   -2.09322    0.39095   -2.06463    0.40004   -2.03604
   0.35439   -2.19992    0.36021   -2.18078    0.36894   -2.15208    0.37767   -2.12338    0.38640   -2.09468    0.39513   -2.06598    0.40387   -2.03727
   0.36028   -2.20171    0.36586   -2.18250    0.37423   -2.15369    0.38260   -2.12489    0.39097   -2.09608    0.39934   -2.06727    0.40771   -2.03846
   0.36619   -2.20343    0.37153   -2.18415    0.37954   -2.15524    0.38755   -2.12633    0.39555   -2.09742    0.40356   -2.06851    0.41157   -2.03959
   0.37213   -2.20507    0.37722   -2.18573    0.38487   -2.15672    0.39251   -2.12771    0.40015   -2.09870    0.40779   -2.06969    0.41544   -2.04068
   0.37808   -2.20664    0.38293   -2.18724    0.39021   -2.15813    0.39749   -2.12903    0.40477   -2.09993    0.41204   -2.07082    0.41932   -2.04172
   0.38405   -2.20814    0.38866   -2.18867    0.39557   -2.15948    0.40249   -2.13029    0.40940   -2.10109    0.41631   -2.07190    0.42322   -2.04271
   0.39005   -2.20956    0.39441   -2.19004    0.40095   -2.16076    0.40750   -2.13148    0.41404   -2.10220    0.42059   -2.07293    0.42713   -2.04365
   0.39606   -2.21090    0.40017   -2.19133    0.40635   -2.16197    0.41252   -2.13261    0.41870   -2.10326    0.42488   -2.07390    0.43105   -2.04454
   0.40208   -2.21217    0.40595   -2.19255    0.41176   -2.16311    0.41756   -2.13368    0.42337   -2.10425    0.42918   -2.07481    0.43498   -2.04538
   0.40812   -2.21336    0.41175   -2.19369    0.41718   -2.16419    0.42262   -2.13468    0.42805   -2.10518    0.43349   -2.07568    0.43893   -2.04617
   0.41418   -2.21448    0.41755   -2.19476    0.42262   -2.16519    0.42768   -2.13562    0.43275   -2.10606    0.43781   -2.07649    0.44288   -2.04692
   0.42025   -2.21552    0.42337   -2.19576    0.42807   -2.16613    0.43276   -2.13650    0.43745   -2.10687    0.44215   -2.07724    0.44684   -2.04761
   0.42633   -2.21648    0.42921   -2.19669    0.43353   -2.16700    0.43785   -2.13731    0.44217   -2.10763    0.44649   -2.07794    0.45081   -2.04825
   0.43242   -2.21737    0.43505   -2.19754    0.43900   -2.16780    0.44295   -2.13806    0.44689   -2.10832    0.45084   -2.07859    0.45479   -2.04885
   0.43852   -2.21818    0.44091   -2.19832    0.44448   -2.16854    0.44805   -2.13875    0.45163   -2.10896    0.45520   -2.07918    0.45877   -2.04939
   0.44464   -2.21891    0.44677   -2.19903    0.44997   -2.16920    0.45317   -2.13937    0.45637   -2.10954    0.45956   -2.07971    0.46276   -2.04988
   0.45076   -2.21957    0.45264   -2.19966    0.45547   -2.16979    0.45829   -2.13993    0.46111   -2.11006    0.46394   -2.08019    0.46676   -2.05033
   0.45689   -2.22015    0.45852   -2.20022    0.46097   -2.17032    0.46342   -2.14042    0.46587   -2.11052    0.46831   -2.08062    0.47076   -2.05072
   0.46303   -2.22065    0.46441   -2.20070    0.46648   -2.17077    0.46855   -2.14085    0.47062   -2.11092    0.47270   -2.08099    0.47477   -2.05106
   0.46917   -2.22108    0.47030   -2.20111    0.47200   -2.17116    0.47369   -2.14121    0.47539   -2.11126    0.47708   -2.08130    0.47878   -2.05135
   0.47532   -2.22143    0.47620   -2.20145    0.47752   -2.17148    0.47883   -2.14151    0.48015   -2.11154    0.48147   -2.08156    0.48279   -2.05159
   0.48147   -2.22170    0.48210   -2.20171    0.48304   -2.17173    0.48398   -2.14174    0.48492   -2.11175    0.48587   -2.08177    0.48681   -2.05178
   0.48762   -2.22189    0.48800   -2.20190    0.48857   -2.17190    0.48913   -2.14191    0.48970   -2.11191    0.49026   -2.08192    0.49083   -2.05192
   0.49378   -2.22201    0.49391   -2.20201    0.49409   -2.17201    0.49428   -2.14201    0.49447   -2.11201    0.49466   -2.08201    0.49485   -2.05201
   0.49994   -2.22205    0.49981   -2.20205    0.49962   -2.17205    0.49943   -2.14205    0.49925   -2.11205    0.49906   -2.08205    0.49887   -2.05205
   0.50609   -2.22201    0.50572   -2.20202    0.50515   -2.17202    0.50459   -2.14203    0.50402   -2.11203    0.50346   -2.08204    0.50289   -2.05204
   0.51225   -2.22190    0.51162   -2.20191    0.51068   -2.17192    0.50974   -2.14194    0.50880   -2.11195    0.50785   -2.08197    0.50691   -2.05198
